,Name,Address,Tel,Email,Contact Persons,Products
9072,STARK INTERNATIONAL,"TEACHERS COLONY MANDI SAMITI ROAD, JYANTIPUR
MORADABAD, UTTAR PRADESH",,info@starkinternational.in,SHAH ALAM,"ALUMINIUM WARE,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,STAINLESS STEEL ARTICLES ,ALUMINIUM WARE,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,STAINLESS STEEL ARTICLES ,"
9073,STARLINE EXPORTS,"NO. 4630, 1ST FLOOR, SHIVAJI ROAD N R MOHALLA,
MYSORE, KARNATAKA",0821-2972225,starlineexports4630@gmail.com,SYED JUNAID,"HANDICRAFTS,"
9074,STARLINE INDUSTRIES,"C- 3, SIR PRATAP COLONY 5-BHATI RATANADA
JODHPUR, RAJASTHAN",291-2512976,"star_over@dataone.in,starover05@gmail.com",PRATEEK MEHTA,"BONE HANDICRAFTS,HANDICRAFTS,IRON CRAFTS,"
9075,STARLINE OVERSEAS,"C - 3 , SIR PRATAP COLONY 5 - BATTI RATANADA
JODHPUR, RAJASTHAN",291-2512976,starover05@gmail.com,DR. SUNITA MEHTA,"BONE HANDICRAFTS,HANDICRAFTS,HORNCRAFTS,IRON CRAFTS,STONEWARES,WOODCRAFTS,"
9076,STARLINGS INTERNATIONAL HANDICRAFTS,"B-46,JIGAR COLONY,
MORADABAD, UTTAR PRADESH",-8076956170,starlingshandicrafts@yahoo.com,AREEB ABID,"BRASSWARE,DECORATIVE OBJECTS,GIFTS & HOME DECOR,HANDICRAFTS,HANDICRAFTS ITEMS,WOODEN HANDICRAFTS PHOTO FRAMES,"
9077,STARS AND STRIPES ENTERPRISES PVT LTD,"NO-6/13501, MAHALAKSHMI NAGAR,KARAMBAKKAM, PORUR
CHENNAI, TAMIL NADU",44-42059289,pmgbackoff@hotmail.com,AVILA PIGEON EWDARD,"HANDICRAFTS,HANDICRAFTS,APPLIQUED HAND MADE QUILTS & ACCESSORIES"
9078,STATE ART CORPORATION,"B-7, FLATTED FACTORIES COMPLEX, JHANDEWALAN RANI JHANSI ROAD,
NEW DELHI, DELHI","11-23610300,11-23620300",info@stateartcorp.com,PUSHP KUMAR JAIN,
9079,STATS OVERSEAS,"E-143, AMAR COLONY, LAJPAT NAGAR-IV
NEW DELHI, DELHI",11-41402122,"statsoverseas@gmail.com,exports@statsoverseas",TANYA SACHDEVA,"HANDICRAFTS,HANDICRAFTS,"
9080,STEAMLINE TECHNOCRATES PVT LTD,"G-01, MINDSPACE BLDG NO-7, EUREKA TOWERS A-WING, OFF LINK ROAD, MALAD WEST,
MUMBAI, MAHARASHTRA",22-28818045,bombaylifestyle@steamlinetechno.com,SHREYA,"BED COVER,BED COVERS,CUSHION & PILLOW COVERS,DUVET-QUILTS & COVERLETS,PATCHWORK QUILTS,PILLOW COVERS,PILLOWCASES WOVEN,PILLOWS,QUILTS,THROWS,THROWS,UPHOLSTERY FURNITURE,QUILTS RUGS"
9081,STEEL CRAFT EXPORTS,"B-26/3, WAZIRPUR INDUSTRIAL AREA
DELHI, DELHI",11-27374296,inox@steelcraftindia.com,PRANAV GOGIA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
9082,STEEL GLOW ENTERPRISES LLP,"G-28, BORANADA INDUSTRIAL PARK,
JODHPUR, RAJASTHAN",,amitsinghal.jodhpur@yahoo.com,AMIT SINGHAL,"IRON CRAFTS,STAINLESS STEEL ARTICLES ,"
9083,STEHLEN EXIM,"A-86/3, GROUND FLOOR, WAZIRPUR INDUSTRIAL AREA,
NEW DELHI, DELHI",011-47098201,dalip.agg38@gmail.com,DALIP AGGARWAL,"STAINLESS STEEL ARTICLES ,"
9084,STELLAR CRAFTS,"QANOON GOYAN NEAR LITTLE ANGEL SCHOOL,
MORADABAD, UTTAR PRADESH",591-2470515,stellarcrafts2018@gmail.com,MOHAMMAD YUSUF HASNAIN,"ALUMINIUM WARE,BRASS ARTWARES,EPNS WARE,HANDICRAFTS,IRON CRAFTS,DECOR ITEMS,"
9085,STELZ INC,"E- 131, EXPORT PROMOTION INDUSTRIAL PARK, SITE- 5
GREATER NOIDA, UTTAR PRADESH",120-2341410,archit@stelzinc.com,ARCHIT JAIN,"BAR ACCESSOREIS,BAR SETS,BOWLS,BOWLS, DISHES, PLATES, VESSELS,BOWLS, PLATES, TRAYS,BRASSWARE,KITCHENWARE,STAINLESS STEEL ARTICLES ,STAINLESS STEEL TABLEWARE,TABLE ACCESSORIES & DECORATIVE ITEMS,TABLE TOP,TABLEWARE,BAR ACCESSOREIS,BAR SETS,BOWLS,BOWLS, DISHES, PLATES, VESSELS,BOWLS, PLATES, TRAYS,BRASSWARE,KITCHENWARE,STAINLESS STEEL ARTICLES ,STAINLESS STEEL TABLEWARE,TABLE ACCESSORIES & DECORATIVE ITEMS,TABLE TOP,TABLEWARE,"
9086,STEREN IMPEX PVT LTD,"301, PRAKASH DEEP 7 BUILDING, TOLSTOY ROAD, CONNAUGHT PLACE,
NEW DELHI, DELHI",120-2490240,info@sterenimpex.com,TANMAY MAHESHWARI,"HANDICRAFTS,"
9087,STERLING CREATIONS PRIVATE LIMITED,"C-121, SECTOR - 2
NOIDA, UTTAR PRADESH",120-4541801,"sanjay@sterlingnonwovens.com,sadyaska.stove@g",SANJAY KHANNA,"BED COVER,BED LINEN,BEDSPREADS,CUSHIONS & COVERS,DUVET-QUILTS & COVERLETS,HOME FURNISHINGS,HOME TEXTILES,PILLOW COVERS,PLACEMATS,QUILTS,RUNNERS,"
9088,STERLING ENTERPRISES,"G-22, NIZAMUDDIN WEST, BASEMENT,
NEW DELHI, DELHI","11-4127304,11-41829136",abdullah.sterling@gmail.com,FAHD HAMEED,"JEWELLERY-FASHION,"
9089,STERLING EXPORT HOUSE,"22- NESBIT ROAD, OPP: SALES TAX OFFICE, MAZGAON
MUMBAI, MAHARASHTRA",,sterling12@gmail.com,WAHAJUL KAMAR HYDER ALI,"IMITATION JEWELLERY,IMITATION JEWELLERY,IMITATION JEWELLERY,IMITATION JEWELLERY,IMITATION JEWELLERY,READY MADE GARMENTS"
9090,STERLING EXPORTS,"PLOT NO 118 SECTOR 4 IMT MANESAR
GURGAON, HARYANA",0124-4365579,nkvarma@sterlingexports.co.in,NEEL KAMAL VARMA,"BADGES & EMBLEMS,BAGS,BAGS (BEADED),BAGS (COTTON),BADGES & EMBLEMS,BAGS,BAGS (BEADED),BAGS (COTTON),BADGES & EMBLEMS,BAGS,BAGS (BEADED),BAGS (COTTON),BADGES & EMBLEMS,BAGS,BAGS (BEADED),BAGS (COTTON),"
9091,STERLING GLOBAL,"PLOT NO-13, HUDA SECTOR-25, PART-II,
PANIPAT, HARYANA",,"thesterlinglobal@gmail.com,rajiv@sterlingloba",RAJIV SETH,"BATH MATS,CUSHIONS,RUGS,COTTON SLEEPERS,"
9092,STERLING IMPEX,"4/6, ALI UMER STREET, 1ST FLOOR, NULL BAZAR,
MUMBAI, MAHARASHTRA",22-23411101,account@sterlingimpex.in,SHEHBAZ AHMED SHAIKH,"FASHION ACCESSORIES,SCARVES,SHAWLS,NARROW FABRICS LACES"
9093,STERLING INDUSTRIES,"127, VEENA DALVAI IND. EST, S. V. ROAD, JOGESHWARI WEST,
MUMBAI, MAHARASHTRA",22-66952602,mnssaira@hotmail.com,KAMAL MUSTAFA HASAN,"JEWELLERY-FASHION,"
9094,STERLING ORNAMENTS PVT. LTD.,"JC-19 & PLOT NO. 36,NOIDA SPECIAL ECONOMIC ZONE
NOIDA, UTTAR PRADESH","120-2562247,120-2567158,11-26691336",noida@divyajewellers.com,VISHAL GUPTA,"JEWELLERY-DESIGNER,JEWELLERY-FASHION,JEWELLERY-DESIGNER,JEWELLERY-FASHION,JEWELLERY-DESIGNER,JEWELLERY-FASHION,JEWELLERY-DESIGNER,JEWELLERY-FASHION,JEWELLERY-DESIGNER,JEWELLERY-FASHION,JEWELLERY-DESIGNER,JEWELLERY-FASHION,JEWELLERY-DESIGNER,JEWELLERY-FASHION,"
9095,STERLING RESOURCES,"40, MANAK VIHAR, IP EXTN-II
NEW DELHI, DELHI",11-22149903,ranjanupreti03@gmail.com,RANJAN UPRETI,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
9096,STERREN INTERSEAS,"A-109/A, RAMGANGA VIHAR, SONAKPUR,
MORADABAD, UTTAR PRADESH","591-6534944,591-2451643",sterren@rediffmail.com,SHALINI GUPTA,"INDIA ITEMS,"
9097,STITCHMAN INC,"9/B, MAHAVIR ESTATE, OPP. BHAGAT DHANADAL, B/H ANUPAM CINEMA KHOKHRA,
AHMEDABAD, GUJARAT",79-22932250,"nissin@stitchman.com,rutu@stitchman.com",VIJAY SHAH,"APRON,NAPKINS,TABLE TOP,APRON,NAPKINS,TABLE TOP,APRON,NAPKINS,TABLE TOP,APRON,NAPKINS,TABLE TOP,APRON,NAPKINS,TABLE TOP,APRON,NAPKINS,TABLE TOP,COTTON CANVES BAG, APPAREL, MADEUP ARTICLE"
9098,STOFFEN STAMPHOLIC PVT. LTD.,"F-2, FIRST FLOOR, B-16,SHRI RADHEY KRISHNA APPRT.,NARAINVIHAR, ASARPURA
JAIPUR, RAJASTHAN",,sspl9595@hotmail.com,ANIRUDH KUMAR RATHAUR,"HANDICRAFTS,TEXTILE CRAFTS,WOODEN HANDICRAFTS"
9099,STONE ART PVT. LTD.,"# 112, ANNA PILLAI STREET SOWCARPET
CHENNAI, TAMIL NADU",44-25296179,stoneartpltd@rediffmail.com,KAPIL AGARWAL,"LANTERNS,STONEWARES,"
9100,STONE CRAFT INDIA,"28/289-C,GOKULPURA RAJA MANDI,
AGRA, UTTAR PRADESH",562-2521446,ravinder676@gmail.com,RAVINDER VERMA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
9101,STONE INDIA,"53/1, NAYA GANJ,
KANPUR, UTTAR PRADESH","512-2368781,512-2532937",info@stoneindia.in,ASHISH SHARMA,"TERRACOTTA,TERRACOTTA,TERRACOTTA,TERRACOTTA, STONE HANDICRAFTS, ARTIFICIAL JEWELLERY"
9102,STONELANE ENTERPRISES,"D-201, 1ST EXTENSION, KAMLA NEHRU NAGAR
JODHPUR, RAJASTHAN",7568-665862,sachinsoni125@gmail.com,SACHIN SONI,"ARTISTIC STONEWARE,MARBLE & STONE FIGURINES,MARBLE-ALABASTER & CRAFTED STONES,SOAPSTONE CARVINGS,STONEWARES,TABLEWARE - STONEWARE,ARTISTIC STONEWARE,MARBLE & STONE FIGURINES,MARBLE-ALABASTER & CRAFTED STONES,SOAPSTONE CARVINGS,STONEWARES,TABLEWARE - STONEWARE,"
9103,STONEMEN CRAFTS INDIA P. LTD.,"28/139, KATRA ,GOKUL PURA,
AGRA, UTTAR PRADESH","562-2520090,562-2525440",shishir@stonemencrafts.com,RAJAT ASTHANA,"SOAPSTONE CARVINGS,"
9104,STONEMEN CRAFTS INTERNATIONAL,"28/139,KATRA, GOKULPURA,
AGRA, UTTAR PRADESH",562-2520090,info@stonemencrafts.com,MR. RAJAT ASTHANA,"SOAPSTONE CARVINGS,WOODCRAFTS,ZARI AND ZARI PRODUCTS,"
9105,STONEWALL INTERNATIONAL,"L-38, SEC- 2, POCKET E BAWANA INDUSTRIAL AREA,
NEW DELHI, DELHI",,stonewallinternational@gmail.com,AMJAD KHAN,"BRASSWARE,CHANDLIERS,DECORATION MATERIAL,DECORATIVE ITEMS,GAMES & TOYS,GIFTWARE,GLASSWARE,HANDICRAFTS ITEMS,HOME FURNISHINGS,HOUSEHOLD PRODUCTS - DECORATIVE,"
9106,STORE INDYA PRIVATE LIMITED,"401, 4TH FLOOR, DURGA CHAMBERS 40 WATERFIELD ROAD, BANDRA WEST,
MUMBAI, MAHARASHTRA",22-40232874,"ashish@storeindya.com,vijay@storeindya.com,ra",VIJAY KUMAR SWAMI,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
9107,STR INTERNATIONAL TRADERS,"CURZON HOUSE 4TH FLOOR, BACK STAIRS,HENERY ROAD, COLABA,
MUMBAI, MAHARASHTRA","22-23413713,22-23442733,22-22823238",strtraders@hotmail.com,RAMAN KUMAR CHOPRA,"IMITATION JEWELLERY,IMITATION JEWELLERY,IMITATION JEWELLERY,IMITATION JEWELLERY,IMITATION JEWELLERY,ZARI EMBROIDRED GOODS"
9108,STRATEGI,"65/01 2ND FLOOR MODI COURT, MILLERS ROAD,
BANGALORE, KARNATAKA","80-23431723,80-23431724",john@herbalstrategi.com,JOHN THOMAS,"HANDICRAFTS,"
9109,STRATEGIC SOURCING SOLUTIONS,"G-130, SARITA VIHAR
NEW DELHI, DELHI",11-26945327,deepak@india2source.com,DEEPAK GABA,"HANDICRAFTS,"
9110,STREAMLINE,"C1/51, SDA,IIIRD FLOOR,
NEW DELHI, DELHI","11-26858973,11-26858974",streamline@airtelmail.in,MANISH JAIN,"GIFTWARE,JEWELLERY-COSTUME,"
9111,STREET CRAFT,"G-46, ARORA SHOPPERS, S PARK, SHAKTI KHAND-2, INDIRAPURAM, OPP: SWARN JAYANTI PARK
GHAZIABAD, UTTAR PRADESH",0120-4167974,streetcraft11@gmail.com,SAROJ KUMAR JHA,"COPPER ARTWARES,HANDICRAFTS,COPPER ARTWARES,HANDICRAFTS,ALL KIND OF COPPER PRODUCT HANDICRAFT ITEM KITCHEN UTENSIL METALWARE ELECTRONIC APPLIANCES GLASSWARE HARDWARE AND TOOLS JEWELLERY AND READYMADE GARMENTS"
9112,STUDIO CERAMIC INDIA PVT LTD,"F-9, 2ND FLOOR, KAILASH COLONY
NEW DELHI, DELHI",11-46150605,minakshi@ceradecor.net,MINAKSHI SIKKA,"POTTERY AND CERAMICS,POTTERY AND CERAMICS,"
9113,STUDIO COPPRE PVT. LTD.,"84, SHIVAJI HOUSING SOCIETY SENAPATI BAPAT ROAD
PUNE, MAHARASHTRA",020-25630192,hello@coppre.in,SUDAKSHINA SINHA BANERJEE,"CANDLE HOLDER & LAMPS,CANDLE, VOTIVES & T-LITES,CUTLERY,DECORATIVE & JEWELLERY BOXES,DINNER WARE/GLASSES & MUGS,HOME DECORATIVE,HOME LIGHTING & FIXTURES,KITCHENWARE,TABLE ACCESSORIES & DECORATIVE ITEMS,VASES,CANDLE HOLDER & LAMPS,CANDLE, VOTIVES & T-LITES,CUTLERY,DECORATIVE & JEWELLERY BOXES,DINNER WARE/GLASSES & MUGS,HOME DECORATIVE,HOME LIGHTING & FIXTURES,KITCHENWARE,TABLE ACCESSORIES & DECORATIVE ITEMS,VASES,"
9114,STUDIO ONE SOURCING,"4, CHAMPA MARG, H-BLOCK, DLF CITY, PHASE -I
GURGAON, HARYANA",124-4058776,rajiv@studioonesourcing.com,RAJIV PURI,"HANDICRAFTS,"
9115,STUDIO ROCOCO,"26/D, KHIZRABAD, NEW FRIENDS COLONY,
NEW DELHI, DELHI","11-26846112,11-26950578",crystalshop@yahoo.com,SANGEETA PATEL,"BRASSWARE,GLASSWARE,BRASSWARE,GLASSWARE,BRASSWARE,GLASSWARE,BRASSWARE,GLASSWARE,BRASSWARE,GLASSWARE,BRASSWARE,GLASSWARE,"
9116,STUDIO VINTAGE,"PLOT NO.34-A, PURUSHARTH NAGAR-B, JAGATPURA,
JAIPUR, RAJASTHAN",,173anshul@gmail.com,ANSHUL AGARWAL,"BAGS,MARBLE & STONE FIGURINES,MARBLE GLASS,MARBLE- ALABASTER & CRAFTED STONES,TEXTILE CRAFTS,WOODEN ARTWARES,BAGS,MARBLE & STONE FIGURINES,MARBLE GLASS,MARBLE- ALABASTER & CRAFTED STONES,TEXTILE CRAFTS,WOODEN ARTWARES,MADE-UPS, GARMENTS"
9117,STURDY CONSUMER PRODUCTS,"RZ-22/94 GALI NO.1 EAST SAGARPUR,
DELHI, DELHI","120-2786607,120-4284739",sturdyconsumerproducts@gmail.com,PRATIBHA VERMA,"ALUMINIUM WARES,GLASSWARE,IRON CRAFTS,STAINLESS STEEL ARTICLES ,WOOD CRAFTS,ALUMINIUM WARES,GLASSWARE,IRON CRAFTS,STAINLESS STEEL ARTICLES ,WOOD CRAFTS,ALUMINIUM WARES,GLASSWARE,IRON CRAFTS,STAINLESS STEEL ARTICLES ,WOOD CRAFTS,ALUMINIUM WARES,GLASSWARE,IRON CRAFTS,STAINLESS STEEL ARTICLES ,WOOD CRAFTS,HARD GOODS"
9118,STURDYLITE INC,"1571-74, KUCHA SETH, DAREEBA KALAN,
DELHI, DELHI",9971-016147,sales@sturdylite.in,PREM KUMAR GOGNA,"HANDICRAFTS,DECORATIVE METAL LAMPS FOR EXAMPLE FANCY LIGHTS SUCH AS LANTERNS WALL LAMPS HANGING LAMPS CHADELIERS TABLE LAMPS SHADES"
9119,STUTS TRADING PVT. LTD.,"CS 04, FIRST FLOOR, ANSAL PLAZA, VAISHALI
GHAZIABAD, UTTAR PRADESH",,san.raj38@hotmail.com,SANJAY AGARWAL,"ALUMINIUM ARTWARES,BRASS ARTWARES,HANDICRAFTS,IRON ARTWARES,"
9120,STYLE 99 INTERNATIONAL,"BLOCK-C, GOVIND NAGAR
MORADABAD, UTTAR PRADESH",,m1@style99international.in,AMIT KUMAR RATHI,"GLASSWARE,METALWARE,WOODCRAFTS,INDIAN HANDICRAFTS ARTWARE"
9121,STYLE AD,"40-B/2, NEW GOBIND PURA,
DELHI, DELHI",11-22527089,kewalkrishan61@gmail.com,KEWAL KRISHAN SEHGAL,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
9122,STYLE ART COLLECTIONS,"BAGH GULAB RAI NAWAB PURA
MORADABAD, UTTAR PRADESH",591-2411809,styleac@sancharnet.in,SHAHANSHAH KHAN,"ALABSTER WARE,ARTISTICS STONEWARES,HANDICRAFTS,METALWARE,WOODCRAFTS,"
9123,STYLE DECO,"41, DASHMESH NAGAR
MEERUT CITY, UTTAR PRADESH",121-6555503,styledeco07@gmail.com,GURPREET KAUR MALHOTRA,"IMITATION JEWELLERY,IMITATION/ARTIFICIAL JEWELLERY,JEWELLERY- ETHNIC,JEWELLERY- FASHION,JEWELLERY- METAL,JEWELLERY- SILVER,JEWELLERY-COSTUME,IMITATION JEWELLERY,IMITATION/ARTIFICIAL JEWELLERY,JEWELLERY- ETHNIC,JEWELLERY- FASHION,JEWELLERY- METAL,JEWELLERY- SILVER,JEWELLERY-COSTUME,ACCESSORIES"
9124,STYLE HOMEZ INCORPORATION,"SCF - 27, FIRST FLOOR, DLF INDUSTRIAL AREA, PHASE - 1 , BEHIND OF BSNL EXCHANGE,
FARIDABAD, HARYANA",0129-4052525,info@stylehomez.com,RAHUL KHULLAR,"BAGS,BAGS (CANVAS),BAGS (COTTON),BAGS (LEATHER),BAGS-CANVAS,CHAIRS,LEATHER BAGS,OFFICE BAGS,POUF,POUFS,"
9125,STYLE INDIA EXPORTS (P) LTD.,"71- A SAINIK FARM EASTERN AVENUE, KHANPUR
NEW DELHI, DELHI",11-29552216,unique@uniqueartexports.com,JATINDER SINGH OBERAI,"HOME FURNISHINGS,"
9126,STYLE INDIA MFG. CO.,"SHIDI SARAI STREET, NEAR ILMA PUBLIC SCHOOL
MORADABAD, UTTAR PRADESH",,styleindiamfg.co@gmail.com,AMEER HAMZA,"HANDICRAFTS,IMITATION JEWELLERY,METALWARE,"
9127,STYLE INDIA RUGS,"280, R- MODEL TOWN,
PANIPAT, HARYANA",0180-4020880,saksham@styleindiarugs.com,SUSHIL KUMAR WADHERA,"ACCENT RUGS,BAGS (COTTON),BAGS (JUTE),BATH RUGS,CARPET & RUGS,CARPET & RUGS,CURTAIN FABRICS - WOVEN,CUSHION & PILLOW COVERS,CUSHIONS,NATURAL WOVEN RUGS & RUGS IN NATURAL FIBERS,WOVEN CARPETS& RUGS,THROWS & TAPESTRIES"
9128,STYLE INDIA-TEX STYLE PVT. LTD.,"GANGA BHAWAN, D52/2A, LUXMI KUND, LUXA ROAD,
VARANASI, UTTAR PRADESH",542-2422270,"styleindiavns@gmail.com,styleindiamumbai@gmai",JAI PRAKASH MUNDRA,"STONEWARES,TEXTILE CRAFTS,WOODCRAFTS,"
9129,STYLE N STEEL INC.,"B-73, WAZIRPUR INDUSTRIAL AREA, DELHI WEST
DELHI, DELHI",11-47401263,"docs@stylensteel.com,info@stylensteel.com",NITIN PADIA,"HANDICRAFTS,STAINLESS STEEL ARTICLES ,HANDICRAFTS,STAINLESS STEEL ARTICLES ,"
9130,STYLIN INTERNATIONAL,"B-73, SECTOR-2, NEAR SUMAN AUTO
NOIDA, UTTAR PRADESH",591-2412346,anujindia222@gmail.com,ANUJ MAHAJAN,"HANDICRAFTS,METALWARE,HANDICRAFTS,METALWARE,HANDICRAFTS,METALWARE,"
9131,STYLISH ART,"54-55, ANAND COLONY, (B)OPPOSITE GAYATRI PUBLIC SCHOOL, MURLIPURA,
JAIPUR, RAJASTHAN",,stylish.baldev@gmail.com,BALDEV JAJORIA,"CARPETS ,FLOOR COVERINGS,FOOTWEAR & SLIPPERS,FURNITURE,HANDICRAFTS,HANDMADE PAPER PRODUCTS,LEATHER GOODS,PILLOW COVERS,SLEEPING BAGS,TEXTILE CRAFTS,HAND BLOCK PRINTED GARMENTS, FOOTWEAR, WEARING APPAREL, HANDBAG, CLOTHING ACCESSORIES, NOVELTIES, PAPER BAG,"
9132,STYLISH BRASS,"SARAI HUSAINI BEGUM, OPP. ZAM ZAM MASJID, BARADARI
MORADABAD, UTTAR PRADESH",,qutub@stylishbrass.com,QUTUBUDDIN,"HANDICRAFTS,ARTWARES"
9133,STYLISH NOVELTIES,"2919, GROUND FLOOR, KALI MASJID, TURKMAN GATE
DELHI, DELHI",11-23218877,ziauddin.stylish@gmail.com,ZIAUDDIN,"HANDICRAFTS,"
9134,STYLISH SHAWLS,"3, KATRA SHER SINGH,
AMRITSAR, PUNJAB","183-2566011,183-2563011",sethindustries@gmail.com,RAJESH KUMAR SETH,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
9135,STYLO HOME,"DEPUTY GANJ GOL KOTHI, DEVRAJ COMPOUND,
MORADABAD, UTTAR PRADESH",,stylohome@gmail.com,IKRAM UDDIN AHMAD,"ALUMINIUM WARES,BRASSWARE,DECORATIVE ITEMS,GLASSWARE,HANDICRAFTS,IRON CRAFTS,STAINLESS STEEL ARTICLES ,"
9136,SU CREATIONS PRIVATE LIMITED,"C-22/12, GALI NO.9, SADH NAGAR, PALAM COLONY
NEW DELHI, DELHI",11-25052862,sucreations007@gmail.com,SANJEEV SHARMA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
9137,SU IMPORT SERVICES PVT. LTD.,"4228/1,ANSARI ROAD, DARYA GANJ,
NEW DELHI, DELHI",120-4337901,info@suimport.com,MR. SUNIL PURI,"HANDICRAFTS,WOODCRAFTS,"
9138,SUBH GEM STONES,"G-218, RICCO IND AREA
AJMER, RAJASTHAN",0,subhgemstones@gmail.com,DURGA DEVI RANDER,"ACCENT FURNITURE,PRECIOUS STONE,SEMI PRECIOUS STONE,SEMI PRECIOUS STONE,SEMI PRECIOUS STONE,TABLEWARE - STONEWARE,TABLEWARE-STONEWARE,"
9139,SUBHASH EMPORIUM,"18/1, GWALIOR ROAD,
AGRA, UTTAR PRADESH","562-2225828 ,562-2225830",inlayartisan@yahoo.com,MOHAN CHAND BANSAL,"STONEWARES,"
9140,SUBHASH NOVELTIES MEDICAL GOODS GLASS WORKS,"OPP. RASNA TALKIES, BARI KA NAGLA, BY PASS ROAD,
FIROZABAD, UTTAR PRADESH","5612-280341,5612-292171","snmggw@yahoo.co.in,amglassinternational@gmail",VIJAY KUMAR GUPTA,"ALUMINIUM WARES,BRASSWARE,GLASSWARE,IRON CRAFTS,METALWARE,SILVERWARE,WOODCRAFTS,"
9141,SUBHASH OVERSEAS,"16-B, UDYOG VIHAR, KASNA ROAD, SURAJPUR
GREATER NOIDA, UTTAR PRADESH",120-4293318,shikhar@shikharexports.in,SUBHASH CHANDRA SADH,"HANDICRAFTS,MADE-UPS, KIMONO, BLOUSE, DRESS, TROUSER, KAFTAN, DUPPTTA, SCRAF,"
9142,SUBIKSHA AYURVEDICS,"NO.2, V.K.V. THOTHAM N.G.G.O. COLONY POST,
COIMBATORE, TAMIL NADU",422-2644210,vittal.subiksha@gmail.com,V. POORNA PRAKASH,"INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,INCENSE STICKS,AGARBATI"
9143,SUBLIME METAL,"3/18/12 AT CROSSING PEERGHAIB LAKRIWALAN ROAD,
MORADABAD, UTTAR PRADESH",591-2970123,info@sublimemetal.com,MOHD. SHUAIB,"ALUMINIUM WARE,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,METALWARE,ALUMINIUM WARE,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,METALWARE,STEEL, WOOD"
9144,SUBRA TEX,"40, RAMAKRISHNAPURAM NORTH,
KARUR, TAMIL NADU",4324-234456,subra@subratex.in,R SUBRAMANIAM,"BATHROOM MATS,CARPETS ,DURRIES,HANDICRAFTS,HOME TEXTILES,"
9145,SUCHIR LIGHTING EXPORTS PVT. LTD.,"A-40, OKHLA INDUSTRIAL AREA, PHASE-1
NEW DELHI, DELHI",120-4309146,rakesh@suchirlighting.com,VARUN PRAKASH SHARMA,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,DECORATIVE LIGHTING"
9146,SUDARSHAN DHOOP P LTD.,"PLOT NO. 4-5, BLOCK-G, GIA, G T KARNAL ROAD AZADPUR
DELHI, DELHI","11-27254105,11-30983848",info@sudarshandhoop.com,MANOJ KESRI,"HANDICRAFTS,"
9147,SUDARSHAN EXPORTS,"LAKRI FAZALPUR, DELHI ROAD
MORADABAD, UTTAR PRADESH",,sracc@vallabhmetalinc.com,NAKUL SONI,"ALUMINIUM ARTWARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,STAINLESS STEEL TABLEWARE,ALUMINIUM ARTWARES,BRASSWARE,GLASSWARE,HANDICRAFTS,IRON CRAFTS,STAINLESS STEEL TABLEWARE,"
9148,SUDARSHAN EXPORTS,"LAKRI FAZAL PUR, DELHI ROAD,
MORADABAD, UTTAR PRADESH","591-2483100,591-2485901",srm1@vallabhmetalinc.com,KAMAL SONI,"ALUMINIUM WARES,BRASSWARE,EPNS WARE,GLASSWARE,IRON CRAFTS,TEXTILE CRAFTS,ALUMINIUM WARES,BRASSWARE,EPNS WARE,GLASSWARE,IRON CRAFTS,TEXTILE CRAFTS,"
9149,SUDHA ENTERPRISES,"19/154-80, OPP: SINGHAL WEIGH BRIDGE, AGRA ROAD,
ALIGARH, UTTAR PRADESH",571-2415398,himanshu@sudhaenterprises.co.in,SATYA PRAKASH TIWARI,"BRASS ARTWARES,HANDICRAFTS,IRON ARTWARES,BRASS ARTWARES,HANDICRAFTS,IRON ARTWARES,"
9150,SUDHA INDIA INTERNATIONAL,"F-126, RAJOURI GARDEN,
NEW DELHI, DELHI","11-25411245,11-25931038",sudhaindiainternational@rediffmail.com,VISHAL MEHTA,"HANDICRAFTS,"
